Side,Type,Metric,Value,relation_id,relation_label,model
tail,realistic,z_hits_at_k,16360.441899607109,0,P31,distmult
both,realistic,z_hits_at_k,11584.724238720588,0,P31,distmult
head,pessimistic,z_hits_at_k,22.966690014423637,0,P31,distmult
tail,pessimistic,z_hits_at_k,16360.441899607109,0,P31,distmult
both,pessimistic,z_hits_at_k,11584.724238720588,0,P31,distmult
head,optimistic,adjusted_hits_at_k,0.0010968278853807705,0,P31,distmult
tail,optimistic,adjusted_hits_at_k,0.7813182274617955,0,P31,distmult
both,optimistic,adjusted_hits_at_k,0.39120752768691475,0,P31,distmult
head,realistic,adjusted_hits_at_k,0.0010968278853807705,0,P31,distmult
tail,realistic,adjusted_hits_at_k,0.7813182274617955,0,P31,distmult
both,realistic,adjusted_hits_at_k,0.39120752768691475,0,P31,distmult
head,pessimistic,adjusted_hits_at_k,0.0010968278853807705,0,P31,distmult
tail,pessimistic,adjusted_hits_at_k,0.7813182274617955,0,P31,distmult
both,pessimistic,adjusted_hits_at_k,0.39120752768691475,0,P31,distmult
head,optimistic,adjusted_arithmetic_mean_rank_index,0.9328417645189826,1,P1412,distmult
tail,optimistic,adjusted_arithmetic_mean_rank_index,0.9963932277317069,1,P1412,distmult
both,optimistic,adjusted_arithmetic_mean_rank_index,0.964617542386033,1,P1412,distmult
head,realistic,adjusted_arithmetic_mean_rank_index,0.9328417595593198,1,P1412,distmult
tail,realistic,adjusted_arithmetic_mean_rank_index,0.9963932277317069,1,P1412,distmult
both,realistic,adjusted_arithmetic_mean_rank_index,0.9646175431490569,1,P1412,distmult
head,pessimistic,adjusted_arithmetic_mean_rank_index,0.9328417523105819,1,P1412,distmult
tail,pessimistic,adjusted_arithmetic_mean_rank_index,0.9963932277317069,1,P1412,distmult
both,pessimistic,adjusted_arithmetic_mean_rank_index,0.9646175362818415,1,P1412,distmult
head,optimistic,z_geometric_mean_rank,8.120907469451893,1,P1412,distmult
tail,optimistic,z_geometric_mean_rank,8.337255097099572,1,P1412,distmult
both,optimistic,z_geometric_mean_rank,11.723687093185609,1,P1412,distmult
head,realistic,z_geometric_mean_rank,8.120907883516692,1,P1412,distmult
tail,realistic,z_geometric_mean_rank,8.33725509709884,1,P1412,distmult
both,realistic,z_geometric_mean_rank,11.723687095670602,1,P1412,distmult
head,pessimistic,z_geometric_mean_rank,8.120907455642756,1,P1412,distmult
tail,pessimistic,z_geometric_mean_rank,8.337255097099572,1,P1412,distmult
both,pessimistic,z_geometric_mean_rank,11.723687093100098,1,P1412,distmult
head,optimistic,inverse_arithmetic_mean_rank,6.180672509886576e-06,1,P1412,distmult
tail,optimistic,inverse_arithmetic_mean_rank,0.00011507148816202065,1,P1412,distmult
both,optimistic,inverse_arithmetic_mean_rank,1.1731241399964944e-05,1,P1412,distmult
head,realistic,inverse_arithmetic_mean_rank,6.180672244227026e-06,1,P1412,distmult
tail,realistic,inverse_arithmetic_mean_rank,0.0001150714888353832,1,P1412,distmult
both,realistic,inverse_arithmetic_mean_rank,1.1731242011592258e-05,1,P1412,distmult
head,pessimistic,inverse_arithmetic_mean_rank,6.180671386336408e-06,1,P1412,distmult
tail,pessimistic,inverse_arithmetic_mean_rank,0.00011507148816202065,1,P1412,distmult
both,pessimistic,inverse_arithmetic_mean_rank,1.1731239376111987e-05,1,P1412,distmult
head,optimistic,adjusted_inverse_harmonic_mean_rank,0.0001456429668981044,1,P1412,distmult
tail,optimistic,adjusted_inverse_harmonic_mean_rank,0.684039592660982,1,P1412,distmult
both,optimistic,adjusted_inverse_harmonic_mean_rank,0.3420926178154863,1,P1412,distmult
head,realistic,adjusted_inverse_harmonic_mean_rank,0.00014564296865362674,1,P1412,distmult
tail,realistic,adjusted_inverse_harmonic_mean_rank,0.6840396187103827,1,P1412,distmult
both,realistic,adjusted_inverse_harmonic_mean_rank,0.3420926288765493,1,P1412,distmult
head,pessimistic,adjusted_inverse_harmonic_mean_rank,0.0001456429667489089,1,P1412,distmult
tail,pessimistic,adjusted_inverse_harmonic_mean_rank,0.684039592660982,1,P1412,distmult
