Side,Type,Metric,Value,relation_id,relation_label,model
head,optimistic,arithmetic_mean_rank,1278546.705882353,1,P1412,simple
tail,optimistic,arithmetic_mean_rank,59534.33823529412,1,P1412,simple
both,optimistic,arithmetic_mean_rank,669040.5220588235,1,P1412,simple
head,realistic,arithmetic_mean_rank,1278547.0,1,P1412,simple
tail,realistic,arithmetic_mean_rank,59534.34375,1,P1412,simple
both,realistic,arithmetic_mean_rank,669040.5625,1,P1412,simple
head,pessimistic,arithmetic_mean_rank,1278547.044117647,1,P1412,simple
tail,pessimistic,arithmetic_mean_rank,59534.35294117647,1,P1412,simple
both,pessimistic,arithmetic_mean_rank,669040.6985294118,1,P1412,simple
head,optimistic,median_absolute_deviation,1101406.6556000803,1,P1412,simple
tail,optimistic,median_absolute_deviation,13035.038705101253,1,P1412,simple
both,optimistic,median_absolute_deviation,152897.8015900457,1,P1412,simple
head,realistic,median_absolute_deviation,1101406.6556000803,1,P1412,simple
tail,realistic,median_absolute_deviation,13035.038705101253,1,P1412,simple
both,realistic,median_absolute_deviation,152897.8015900457,1,P1412,simple
head,pessimistic,median_absolute_deviation,1101406.6556000803,1,P1412,simple
tail,pessimistic,median_absolute_deviation,13035.038705101253,1,P1412,simple
both,pessimistic,median_absolute_deviation,152897.8015900457,1,P1412,simple
head,optimistic,z_inverse_harmonic_mean_rank,0.20265673140636045,1,P1412,simple
tail,optimistic,z_inverse_harmonic_mean_rank,11.310376223783589,1,P1412,simple
both,optimistic,z_inverse_harmonic_mean_rank,8.14093795741674,1,P1412,simple
head,realistic,z_inverse_harmonic_mean_rank,0.20265669353492222,1,P1412,simple
tail,realistic,z_inverse_harmonic_mean_rank,11.310375540084175,1,P1412,simple
both,realistic,z_inverse_harmonic_mean_rank,8.140937864708905,1,P1412,simple
head,pessimistic,z_inverse_harmonic_mean_rank,0.2026567275915353,1,P1412,simple
tail,pessimistic,z_inverse_harmonic_mean_rank,11.310376209866972,1,P1412,simple
both,pessimistic,z_inverse_harmonic_mean_rank,8.14093794487872,1,P1412,simple
head,optimistic,z_arithmetic_mean_rank,6.702858436360405,1,P1412,simple
tail,optimistic,z_arithmetic_mean_rank,13.929905134437213,1,P1412,simple
both,optimistic,z_arithmetic_mean_rank,14.589574475325056,1,P1412,simple
head,realistic,z_arithmetic_mean_rank,6.702856692652364,1,P1412,simple
tail,realistic,z_arithmetic_mean_rank,13.929905101742783,1,P1412,simple
both,realistic,z_arithmetic_mean_rank,14.58957413625391,1,P1412,simple
head,pessimistic,z_arithmetic_mean_rank,6.7028564310961585,1,P1412,simple
tail,pessimistic,z_arithmetic_mean_rank,13.929905047252065,1,P1412,simple
both,pessimistic,z_arithmetic_mean_rank,14.589572995741873,1,P1412,simple
head,optimistic,harmonic_mean_rank,56584.88683238295,1,P1412,simple
tail,optimistic,harmonic_mean_rank,1242.6964368605209,1,P1412,simple
both,optimistic,harmonic_mean_rank,2431.9825685732144,1,P1412,simple
head,realistic,harmonic_mean_rank,56584.89542408785,1,P1412,simple
tail,realistic,harmonic_mean_rank,1242.696511670803,1,P1412,simple
both,realistic,harmonic_mean_rank,2431.9825960451103,1,P1412,simple
head,pessimistic,harmonic_mean_rank,56584.88769783325,1,P1412,simple
tail,pessimistic,harmonic_mean_rank,1242.6964383832749,1,P1412,simple
both,pessimistic,harmonic_mean_rank,2431.9825722885766,1,P1412,simple
head,optimistic,inverse_harmonic_mean_rank,1.7672563399520846e-05,1,P1412,simple
tail,optimistic,inverse_harmonic_mean_rank,0.0008047017520435999,1,P1412,simple
both,optimistic,inverse_harmonic_mean_rank,0.00041118715772156045,1,P1412,simple
head,realistic,inverse_harmonic_mean_rank,1.76725607161643e-05,1,P1412,simple
tail,realistic,inverse_harmonic_mean_rank,0.0008047017036005855,1,P1412,simple
both,realistic,inverse_harmonic_mean_rank,0.000411187153076753,1,P1412,simple
