Side,Type,Metric,Value,relation_id,relation_label,model
both,pessimistic,z_hits_at_k,11975.22263306108,0,P31,transe
head,optimistic,adjusted_hits_at_k,-2.0754942832770132e-06,0,P31,transe
tail,optimistic,adjusted_hits_at_k,0.8087908119515197,0,P31,transe
both,optimistic,adjusted_hits_at_k,0.40439436824243286,0,P31,transe
head,realistic,adjusted_hits_at_k,-2.0754942832770132e-06,0,P31,transe
tail,realistic,adjusted_hits_at_k,0.8087908119515197,0,P31,transe
both,realistic,adjusted_hits_at_k,0.40439436824243286,0,P31,transe
head,pessimistic,adjusted_hits_at_k,-2.0754942832770132e-06,0,P31,transe
tail,pessimistic,adjusted_hits_at_k,0.8087908119515197,0,P31,transe
both,pessimistic,adjusted_hits_at_k,0.40439436824243286,0,P31,transe
head,optimistic,z_arithmetic_mean_rank,12.755320661011972,1,P1412,transe
tail,optimistic,z_arithmetic_mean_rank,14.282746655058682,1,P1412,transe
both,optimistic,z_arithmetic_mean_rank,19.118802321745026,1,P1412,transe
head,realistic,z_arithmetic_mean_rank,12.75531958754171,1,P1412,transe
tail,realistic,z_arithmetic_mean_rank,14.282746655055355,1,P1412,transe
both,realistic,z_arithmetic_mean_rank,19.118801474067162,1,P1412,transe
head,pessimistic,z_arithmetic_mean_rank,12.755318307006116,1,P1412,transe
tail,pessimistic,z_arithmetic_mean_rank,14.282746655058682,1,P1412,transe
both,pessimistic,z_arithmetic_mean_rank,19.118800657213946,1,P1412,transe
head,optimistic,harmonic_mean_rank,4861.947285856619,1,P1412,transe
tail,optimistic,harmonic_mean_rank,1.7728845384835679,1,P1412,transe
both,optimistic,harmonic_mean_rank,3.544476601464155,1,P1412,transe
head,realistic,harmonic_mean_rank,4861.94722157623,1,P1412,transe
tail,realistic,harmonic_mean_rank,1.7728845465148215,1,P1412,transe
both,realistic,harmonic_mean_rank,3.544477261299632,1,P1412,transe
head,pessimistic,harmonic_mean_rank,4861.947387573528,1,P1412,transe
tail,pessimistic,harmonic_mean_rank,1.7728845384835679,1,P1412,transe
both,pessimistic,harmonic_mean_rank,3.544476601491184,1,P1412,transe
head,optimistic,inverse_harmonic_mean_rank,0.00020567890624997008,1,P1412,transe
tail,optimistic,inverse_harmonic_mean_rank,0.5640525247376501,1,P1412,transe
both,optimistic,inverse_harmonic_mean_rank,0.28212910182195006,1,P1412,transe
head,realistic,inverse_harmonic_mean_rank,0.00020567890896927565,1,P1412,transe
tail,realistic,inverse_harmonic_mean_rank,0.5640525221824646,1,P1412,transe
both,realistic,inverse_harmonic_mean_rank,0.28212904930114746,1,P1412,transe
head,pessimistic,inverse_harmonic_mean_rank,0.0002056789019469571,1,P1412,transe
tail,pessimistic,inverse_harmonic_mean_rank,0.5640525247376501,1,P1412,transe
both,pessimistic,inverse_harmonic_mean_rank,0.2821291018197986,1,P1412,transe
head,optimistic,adjusted_arithmetic_mean_rank_index,0.893051259699109,1,P1412,transe
tail,optimistic,adjusted_arithmetic_mean_rank_index,0.9999924918554028,1,P1412,transe
both,optimistic,adjusted_arithmetic_mean_rank_index,0.9465219536224346,1,P1412,transe
head,realistic,adjusted_arithmetic_mean_rank_index,0.893051184541142,1,P1412,transe
tail,realistic,adjusted_arithmetic_mean_rank_index,0.99999249185517,1,P1412,transe
both,realistic,adjusted_arithmetic_mean_rank_index,0.9465219116561181,1,P1412,transe
head,pessimistic,adjusted_arithmetic_mean_rank_index,0.8930510948856989,1,P1412,transe
tail,pessimistic,adjusted_arithmetic_mean_rank_index,0.9999924918554028,1,P1412,transe
both,pessimistic,adjusted_arithmetic_mean_rank_index,0.9465218712158495,1,P1412,transe
head,optimistic,z_geometric_mean_rank,8.102076403031226,1,P1412,transe
tail,optimistic,z_geometric_mean_rank,8.337259294761333,1,P1412,transe
both,optimistic,z_geometric_mean_rank,11.723950508669368,1,P1412,transe
head,realistic,z_geometric_mean_rank,8.102076129304251,1,P1412,transe
tail,realistic,z_geometric_mean_rank,8.33725929476163,1,P1412,transe
both,realistic,z_geometric_mean_rank,11.723950508050493,1,P1412,transe
head,pessimistic,z_geometric_mean_rank,8.102076182190954,1,P1412,transe
tail,pessimistic,z_geometric_mean_rank,8.337259294761333,1,P1412,transe
both,pessimistic,z_geometric_mean_rank,11.723950507535,1,P1412,transe
head,optimistic,inverse_geometric_mean_rank,1.9853370461678974e-05,1,P1412,transe
tail,optimistic,inverse_geometric_mean_rank,0.3748407243842183,1,P1412,transe
both,optimistic,inverse_geometric_mean_rank,0.002727975763331482,1,P1412,transe
head,realistic,inverse_geometric_mean_rank,1.9853347112075426e-05,1,P1412,transe
tail,realistic,inverse_geometric_mean_rank,0.37484073638916016,1,P1412,transe
both,realistic,inverse_geometric_mean_rank,0.0027279751375317574,1,P1412,transe
head,pessimistic,inverse_geometric_mean_rank,1.9853351820070555e-05,1,P1412,transe
tail,pessimistic,inverse_geometric_mean_rank,0.3748407243842183,1,P1412,transe
both,pessimistic,inverse_geometric_mean_rank,0.0027279744825950978,1,P1412,transe
head,optimistic,adjusted_inverse_harmonic_mean_rank,0.000202366126542145,1,P1412,transe
tail,optimistic,adjusted_inverse_harmonic_mean_rank,0.5640510802465406,1,P1412,transe
both,optimistic,adjusted_inverse_harmonic_mean_rank,0.28212672318781623,1,P1412,transe
head,realistic,adjusted_inverse_harmonic_mean_rank,0.00020236612926145958,1,P1412,transe
tail,realistic,adjusted_inverse_harmonic_mean_rank,0.5640510776913467,1,P1412,transe
both,realistic,adjusted_inverse_harmonic_mean_rank,0.2821266706668396,1,P1412,transe
head,pessimistic,adjusted_inverse_harmonic_mean_rank,0.00020236612223911777,1,P1412,transe
tail,pessimistic,adjusted_inverse_harmonic_mean_rank,0.5640510802465406,1,P1412,transe
both,pessimistic,adjusted_inverse_harmonic_mean_rank,0.2821267231856648,1,P1412,transe
head,optimistic,adjusted_arithmetic_mean_rank,0.1069491109934778,1,P1412,transe
tail,optimistic,adjusted_arithmetic_mean_rank,7.923225725143936e-06,1,P1412,transe
both,optimistic,adjusted_arithmetic_mean_rank,0.05347843926448735,1,P1412,transe
head,realistic,adjusted_arithmetic_mean_rank,0.10694918615141369,1,P1412,transe
tail,realistic,adjusted_arithmetic_mean_rank,7.923225957999926e-06,1,P1412,transe
both,realistic,adjusted_arithmetic_mean_rank,0.0534784812307864,1,P1412,transe
head,pessimistic,adjusted_arithmetic_mean_rank,0.10694927580681945,1,P1412,transe
tail,pessimistic,adjusted_arithmetic_mean_rank,7.923225725143936e-06,1,P1412,transe
both,pessimistic,adjusted_arithmetic_mean_rank,0.05347852167103821,1,P1412,transe
head,optimistic,count,68.0,1,P1412,transe
tail,optimistic,count,68.0,1,P1412,transe
both,optimistic,count,136.0,1,P1412,transe
head,realistic,count,68.0,1,P1412,transe
tail,realistic,count,68.0,1,P1412,transe
both,realistic,count,136.0,1,P1412,transe
head,pessimistic,count,68.0,1,P1412,transe
tail,pessimistic,count,68.0,1,P1412,transe
both,pessimistic,count,136.0,1,P1412,transe
head,optimistic,standard_deviation,483360.56162575935,1,P1412,transe
tail,optimistic,standard_deviation,88.85227914156462,1,P1412,transe
both,optimistic,standard_deviation,365257.2645760191,1,P1412,transe
head,realistic,standard_deviation,483360.90625,1,P1412,transe
tail,realistic,standard_deviation,88.85227966308594,1,P1412,transe
both,realistic,standard_deviation,365257.5,1,P1412,transe
head,pessimistic,standard_deviation,483361.14709422813,1,P1412,transe
tail,pessimistic,standard_deviation,88.85227914156462,1,P1412,transe
both,pessimistic,standard_deviation,365257.7219807532,1,P1412,transe
head,optimistic,inverse_arithmetic_mean_rank,3.88114916717388e-06,1,P1412,transe
tail,optimistic,inverse_arithmetic_mean_rank,0.05238828967642527,1,P1412,transe
both,optimistic,inverse_arithmetic_mean_rank,7.761723312598499e-06,1,P1412,transe
head,realistic,inverse_arithmetic_mean_rank,3.881146312778583e-06,1,P1412,transe
tail,realistic,inverse_arithmetic_mean_rank,0.05238828808069229,1,P1412,transe
both,realistic,inverse_arithmetic_mean_rank,7.761716915410943e-06,1,P1412,transe
head,pessimistic,inverse_arithmetic_mean_rank,3.8811431861594325e-06,1,P1412,transe
tail,pessimistic,inverse_arithmetic_mean_rank,0.05238828967642527,1,P1412,transe
both,pessimistic,inverse_arithmetic_mean_rank,7.761711352341802e-06,1,P1412,transe
head,optimistic,geometric_mean_rank,50369.2812225613,1,P1412,transe
tail,optimistic,geometric_mean_rank,2.667799774538325,1,P1412,transe
both,optimistic,geometric_mean_rank,366.57217173321635,1,P1412,transe
head,realistic,geometric_mean_rank,50369.33984375,1,P1412,transe
tail,realistic,geometric_mean_rank,2.667799711227417,1,P1412,transe
both,realistic,geometric_mean_rank,366.572265625,1,P1412,transe
head,pessimistic,geometric_mean_rank,50369.32851756849,1,P1412,transe
tail,pessimistic,geometric_mean_rank,2.667799774538325,1,P1412,transe
both,pessimistic,geometric_mean_rank,366.57234383245,1,P1412,transe
head,optimistic,adjusted_geometric_mean_rank_index,0.971790434771666,1,P1412,transe
tail,optimistic,adjusted_geometric_mean_rank_index,0.9999990659246574,1,P1412,transe
both,optimistic,adjusted_geometric_mean_rank_index,0.9997945125943516,1,P1412,transe
